GeneA,GeneB
O00273,P27348
O00273,P31153
O00273,P31946
O00273,P42574
O00273,P51124
O00273,P51812
O00273,P53041
O00273,P54646
O00273,P55010
O00273,P55210
O00273,P56537
O00273,P61981
O00273,P62633
O00273,P63104
O00273,Q01844
O00273,Q15029
O00273,Q15751
O00273,Q16611
O00273,Q6ZVM7
O00273,Q71U36
O00273,Q7Z6G3
O00273,Q82UE4
O00273,Q8WZ42
O00273,Q96AC1
O00273,Q96CN7
O00273,Q96NT1
O00273,Q99719
O00273,Q9BWA2
O00273,Q9HC24
O00273,Q9NRL3
O00273,Q9NT62
O00273,Q9NZL9
O00273,Q9UHD4
O00273,Q9Y4E8
O00273,Q9Y6E2
O00287,O14593
O00287,P19338
O00287,P48382
O00287,P51532
O00287,P55769
O00287,P56524
O00287,Q03111
O00287,Q12929
O00287,Q16656
O00291,O14727
O00291,O60925
O00291,O75146
O00291,O95782
O00291,P05549
O00291,P09496
O00291,P09497
O00291,P0CG48
O00291,P42574
O00291,P42858
O00291,P46783
O00291,P53675
O00291,P55211
O00291,P56537
O00291,P63010
O00291,Q00610
O00291,Q13352
O00291,Q14790
O00291,Q15811
O00291,Q16659
O00291,Q5JWN5
O00291,Q5TZB9
O00291,Q8NC96
O00291,Q8TCJ0
O00291,Q8WUI4
O00291,Q9NWB7
O00291,Q9NZS9
O00292,Q9H6R3
O00294,P06241
O00294,P16333
O00294,P62993
O00295,B0QYK1
O00295,P38398
O00295,P50222
O00295,Q01844
O00295,Q15717
O00295,Q96SB4
O00295,Q99728
O00295,Q9BWA2
O00299,O15116
O00299,P02751
O00299,P05161
O00299,P05386
O00299,P0CG48
O00299,P0DI82
O00299,P10827
O00299,P11171
O00299,P13612
O00299,P15336
O00299,P19320
O00299,P20292
O00299,P23508
O00299,P24539
O00299,P24941
O00299,P27449
O00299,P30480
O00299,P32121
O00299,P34130
O00299,P34947
O00299,P37198
O00299,P40692
O00299,P50416
O00299,P62330
O00299,Q13162
O00299,Q14164
O00299,Q4KMQ1
O00299,Q6EEV6
O00299,Q6IBE5
O00299,Q93050
O00299,Q99676
O00299,Q99972
O00299,Q99996
O00299,Q9NR11
O00299,Q9NRD1
O00299,Q9Y6K9
O00300,O14788
O00300,O75888
O00300,P02751
O00300,P04004
O00300,P04275
O00300,P07996
O00300,P50591
O00303,O00571
O00303,O15198
O00303,O15205
O00303,O15371
O00303,O15372
O00303,O15457
O00303,O15519
O00303,O43432
O00303,O60216
O00303,O60573
O00303,O60739
O00303,O60832
O00303,O75821
O00303,O75822
O00303,P02751
O00303,P04278
O00303,P05067
O00303,P05362
O00303,P06730
O00303,P0CG48
O00303,P19784
O00303,P21127
O00303,P21246
O00303,P23443
O00303,P23508
O00303,P23588
O00303,P28223
O00303,P30480
O00303,P30504
O00303,P38606
O00303,P42345
O00303,P46531
O00303,P48634
O00303,P54253
O00303,P55884
O00303,P60033
O00303,P60228
O00303,P61221
O00303,P61978
O00303,P63104
O00303,P67870
O00303,P68104
O00303,P68400
O00303,P78344
O00303,P78396
O00303,Q04637
O00303,Q13347
O00303,Q14152
O00303,Q14240
O00303,Q15800
O00303,Q16891
O00303,Q53GS7
O00303,Q5JR01
O00303,Q5JSZ5
O00303,Q7L2H7
O00303,Q86Y01
O00303,Q8IWF7
O00303,Q8N3C0
O00303,Q8TAF3
O00303,Q92574
O00303,Q969P0
O00303,Q969P5
O00303,Q99496
O00303,Q99613
O00303,Q9BWU1
O00303,Q9H2W6
O00303,Q9NRD1
O00303,Q9UBQ5
O00303,Q9UQ35
O00303,Q9UQ88
O00303,Q9UQL6
O00303,Q9Y262
O00303,Q9Y4K3
O00303,Q9Y6I4
O00305,O00555
O00305,O75628
O00305,P21246
O00305,P21579
O00305,P48023
O00305,P78559
O00305,Q12788
O00305,Q13185
O00305,Q9BX90
O00305,Q9Y3C7
O00308,B0QYK1
O00308,O14828
O00308,O15105
O00308,O43516
O00308,O75832
O00308,O94855
O00308,P05549
O00308,P08887
O00308,P0CG48
O00308,P11161
O00308,P11686
O00308,P20936
O00308,P21453
O00308,P24928
O00308,P31785
O00308,P37088
O00308,P49427
O00308,P50552
O00308,P51168
O00308,P51170
O00308,P51795
O00308,P51965
O00308,P54259
O00308,P60484
O00308,P61077
O00308,P61086
O00308,P62837
O00308,P68036
O00308,P78563
O00308,P84022
O00308,Q01844
O00308,Q01860
O00308,Q07912
O00308,Q13616
O00308,Q13625
O00308,Q14118
O00308,Q14524
O00308,Q14820
O00308,Q15637
O00308,Q15678
O00308,Q15796
O00308,Q15910
O00308,Q16630
O00308,Q8N0X7
O00308,Q8N2K1
O00308,Q8N5I2
O00308,Q8NCT1
O00308,Q92922
O00308,Q93009
O00308,Q969T4
O00308,Q969T9
O00308,Q96B67
O00308,Q96D72
O00308,Q96G27
O00308,Q9BTC0
O00308,Q9BUJ2
O00308,Q9BUZ4
O00308,Q9BWA2
O00308,Q9H270
O00308,Q9H469
O00308,Q9NR12
O00308,Q9NV92
O00308,Q9NZI7
O00308,Q9UPN4
O00308,Q9Y3C5
O00311,O43913
O00311,O60610
O00311,P05067
O00311,P0CG48
O00311,P11802
O00311,P24298
O00311,P24941
O00311,P25205
O00311,P33991
O00311,P33992
O00311,P33993
O00311,P38936
O00311,P42771
O00311,P49717
O00311,P49736
O00311,P50616
O00311,P50750
O00311,Q13111
O00311,Q13415
O00311,Q14566
O00311,Q16656
O00311,Q7L590
O00311,Q8IXJ6
O00311,Q8NFT6
O00311,Q96EB6
O00311,Q9BTE3
O00311,Q9HAW4
O00311,Q9NS91
O00311,Q9UBQ7
O00311,Q9UBU7
O00311,Q9UPZ9
O00311,Q9Y5N6
O00320,Q15365
O00321,P0CG48
O00321,Q9Y4C1
O00322,O00322
O00322,O00526
O00327,O14503
O00327,O15379
O00327,O15516
O00327,P07900
O00327,P0CG48
O00327,P10276
O00327,P19793
O00327,P35869
O00327,P49674
O00327,P55854
O00327,P56645
O00327,P61956
O00327,P63279
O00327,Q09472
O00327,Q13547
O00327,Q16526
O00327,Q16534
O00327,Q16665
O00327,Q8IUM7
O00327,Q8WUI4
O00327,Q92769
O00327,Q92831
O00327,Q96EB6
O00327,Q99743
O00327,Q99814
O00327,Q9NTG7
O00327,Q9Y463
O00329,O00459
O00329,O14787
O00329,P01112
O00329,P05112
O00329,P08700
O00329,P0CG48
O00329,P11049
O00329,P16333
O00329,P21583
O00329,P27986
O00329,P46108
O00329,P48736
O00329,Q01995
O00329,Q15025
O00329,Q7Z444
O00329,Q9BUT9
O00329,Q9H1I8
O00329,Q9UKM9
O00329,Q9Y4H2
O00330,B0QYK1
O00330,P08559
O00330,P09622
O00330,P0CG48
O00330,P10515
O00330,P11177
O00330,P12814
O00330,P33527
O00330,Q00325
O00330,Q01844
O00330,Q02218
O00330,Q09472
O00330,Q15119
O00330,Q5VT66
O00330,Q6RW13
O00330,Q99613
O00330,Q9BWA2
O00334,Q5QPM2
O00334,Q96J99
O00334,Q9H1I8
O00334,Q9HA67
O00338,O00338
O00338,P0CG48
O00338,P54274
O00338,Q14527
O00338,Q8IV61
O00338,Q96AP0
O00338,Q9BSI4
O00338,Q9NUX5
O00339,O00555
O00339,O15232
O00339,O15265
O00339,O75081
O00339,O95460
O00339,P02452
O00339,P02462
O00339,P02751
O00339,P08572
O00339,P0C7T5
O00339,P21941
O00339,P29400
O00339,P35556
O00339,P53420
O00339,P54253
O00339,Q01955
O00339,Q14031
O00339,Q92997
O00341,Q13424
O00341,Q8TAQ5
O00358,Q01970
O00391,P0CG48
O00391,P62837
O00391,Q9BUH8
O00391,Q9NRR5
O00399,O00399
O00399,P05067
O00399,P06493
O00399,P08865
O00399,P0CG48
O00399,Q9Y6Q9
O00400,O15205
O00400,P0CG48
O00401,A6NGB9
O00401,O00410
O00401,O15116
O00401,O15143
O00401,O43516
O00401,O43586
O00401,O60504
O00401,O75400
O00401,O76064
O00401,O94868
O00401,P00519
O00401,P00738
O00401,P05067
O00401,P06239
O00401,P06396
O00401,P07737
O00401,P07900
O00401,P08238
O00401,P12931
O00401,P16333
O00401,P17081
O00401,P17301
O00401,P17706
O00401,P29692
O00401,P32241
O00401,P45378
O00401,P46108
O00401,P46940
O00401,P50552
O00401,P60953
O00401,P61158
O00401,P61160
O00401,P62993
O00401,P63261
O00401,Q09472
O00401,Q14247
O00401,Q14966
O00401,Q15642
O00401,Q15717
O00401,Q15811
O00401,Q5T0N5
O00401,Q6XZF7
O00401,Q8TF74
O00401,Q8WZ75
O00401,Q96B97
O00401,Q96J02
O00401,Q96RU3
O00401,Q99828
O00401,Q99963
O00401,Q9BY11
O00401,Q9H0M0
O00401,Q9H8N7
O00401,Q9NZC7
O00401,Q9NZM3
O00401,Q9NZQ3
O00401,Q9UI08
O00401,Q9UKP3
O00401,Q9UKS6
O00401,Q9UNF0
O00401,Q9UQB8
O00401,Q9Y5X1
O00401,Q9Y6W5
O00408,O00408
O00408,P0CG48
O00408,P35527
O00409,P78362
O00409,Q13573
O00409,Q15717
O00409,Q96B26
O00410,O60934
O00410,O95166
O00410,O95379
O00410,P00533
O00410,P02751
O00410,P06748
O00410,P07305
O00410,P07686
O00410,P09132
O00410,P0CG48
O00410,P13569
O00410,P13612
O00410,P15311
O00410,P15941
O00410,P18124
O00410,P19320
O00410,P22314
O00410,P26373
O00410,P31939
O00410,P35658
O00410,P37198
O00410,P46531
O00410,P46777
O00410,P48431
O00410,P49790
O00410,P49792
O00410,P52789
O00410,P52948
O00410,P54274
O00410,P54277
O00410,P55895
O00410,P60520
O00410,P61956
O00410,P62081
O00410,P62750
O00410,P62826
O00410,P62829
O00410,Q13618
O00410,Q14974
O00410,Q16790
O00410,Q16881
O00410,Q6PI77
O00410,Q6W0C5
O00410,Q70EL3
O00410,Q7L2J0
O00410,Q7Z6M2
O00410,Q8IZL8
O00410,Q8TEX9
O00410,Q8WXK1
O00410,Q92560
O00410,Q92769
O00410,Q92844
O00410,Q92973
O00410,Q96AP0
O00410,Q96EV8
O00410,Q9BSI4
O00410,Q9BXW4
O00410,Q9GZQ8
O00410,Q9H0R8
O00410,Q9H492
O00410,Q9H5J8
O00410,Q9NRC8
O00410,Q9NRD1
O00410,Q9NTX7
O00410,Q9ULC4
O00410,Q9Y376
O00410,Q9Y4W2
O00411,E5KTM5
O00411,P0CG48
O00411,P22694
O00411,P25963
O00411,P51858
O00411,Q00653
O00411,Q13148
O00411,Q13618
O00411,Q14197
O00411,Q16656
O00411,Q8WVM0
O00411,Q8WVZ9
O00411,Q9H5Q4
O00411,Q9NRC8
O00411,Q9P2P5
O00418,O00571
O00418,O14745
O00418,O14757
O00418,O14965
O00418,O15264
O00418,O43175
O00418,O43390
O00418,O43583
O00418,O43852
O00418,O95831
O00418,P00738
O00418,P02768
O00418,P05141
O00418,P06493
O00418,P06748
O00418,P07437
O00418,P08107
O00418,P08670
O00418,P08708
O00418,P09651
O00418,P09874
O00418,P0CG48
O00418,P10599
O00418,P11021
O00418,P11142
O00418,P12236
O00418,P12277
O00418,P13639
O00418,P14136
O00418,P15880
O00418,P17612
O00418,P17987
O00418,P18621
O00418,P20929
O00418,P22234
O00418,P22626
O00418,P23396
O00418,P23443
O00418,P24534
O00418,P25205
O00418,P26641
O00418,P27348
O00418,P27797
O00418,P30153
O00418,P31321
O00418,P31942
O00418,P31943
O00418,P32119
O00418,P34931
O00418,P34932
O00418,P35268
O00418,P35544
O00418,P35579
O00418,P35637
O00418,P36542
O00418,P37108
O00418,P38646
O00418,P38919
O00418,P39019
O00418,P42766
O00418,P45983
O00418,P45984
O00418,P46060
O00418,P46777
O00418,P46782
O00418,P46783
O00418,P47914
O00418,P48643
O00418,P49137
O00418,P49327
O00418,P49411
O00418,P49458
O00418,P49588
O00418,P49674
O00418,P49748
O00418,P50579
O00418,P50991
O00418,P51991
O00418,P53778
O00418,P54646
O00418,P60660
O00418,P60866
O00418,P61160
O00418,P61247
O00418,P61513
O00418,P61978
O00418,P62249
O00418,P62258
O00418,P62263
O00418,P62269
O00418,P62273
O00418,P62280
O00418,P62701
O00418,P62750
O00418,P62753
O00418,P62829
O00418,P62847
O00418,P62851
O00418,P62857
O00418,P62899
O00418,P62910
O00418,P62913
O00418,P62979
O00418,P63104
O00418,P63151
O00418,P63208
O00418,P69905
O00418,P78371
O00418,P78406
O00418,P78527
O00418,P83881
O00418,Q01844
O00418,Q06830
O00418,Q08493
O00418,Q13085
O00418,Q13131
O00418,Q13155
O00418,Q13418
O00418,Q13424
O00418,Q14103
O00418,Q15366
O00418,Q15386
O00418,Q15418
O00418,Q15717
O00418,Q15759
O00418,Q16539
O00418,Q16644
O00418,Q16650
O00418,Q6YN16
O00418,Q86TI2
O00418,Q8IW41
O00418,Q8IZQ1
O00418,Q8NC51
O00418,Q8WWM7
O00418,Q92598
O00418,Q92734
O00418,Q96G46
O00418,Q96PK6
O00418,Q96RQ3
O00418,Q96S44
O00418,Q99729
O00418,Q9HCC0
O00418,Q9NPF4
O00418,Q9NQX4
O00418,Q9NR30
O00418,Q9NVE7
O00418,Q9NWX6
O00418,Q9UBS0
O00418,Q9UKB1
O00418,Q9ULV4
O00418,Q9UM22
O00418,Q9UQ80
O00418,Q9Y230
O00418,Q9Y297
O00422,O00571
O00422,O15260
O00422,O15379
O00422,O43175
O00422,O43290
O00422,O43665
O00422,O60264
O00422,O75400
O00422,O75475
O00422,O75494
O00422,O75528
O00422,O75964
O00422,O94906
O00422,O94925
O00422,P04004
O00422,P04792
O00422,P04844
O00422,P06702
O00422,P07602
O00422,P07910
O00422,P08151
O00422,P0CG48
O00422,P10071
O00422,P10646
O00422,P12270
O00422,P15170
O00422,P17661
O00422,P19784
O00422,P24941
O00422,P26368
O00422,P31153
O00422,P31689
O00422,P31946
O00422,P34947
O00422,P35226
O00422,P38919
O00422,P39656
O00422,P43243
O00422,P46459
O00422,P50402
O00422,P54577
O00422,P55072
O00422,P55769
O00422,P56282
O00422,P57721
O00422,P60228
O00422,P61247
O00422,P61326
O00422,P61956
O00422,P61981
O00422,P62316
O00422,P63104
O00422,P84103
O00422,Q00839
O00422,Q01081
O00422,Q05519
O00422,Q07955
O00422,Q08945
O00422,Q12789
O00422,Q12824
O00422,Q13123
O00422,Q13243
O00422,Q13422
O00422,Q13547
O00422,Q13595
O00422,Q14141
O00422,Q14498
O00422,Q14978
O00422,Q15019
O00422,Q15022
O00422,Q15287
O00422,Q15424
O00422,Q16181
O00422,Q16629
O00422,Q16656
O00422,Q16740
O00422,Q2TAY7
O00422,Q2VIR3
O00422,Q6NXE6
O00422,Q86Y56
O00422,Q8IYB3
O00422,Q8N1F7
O00422,Q8TAQ2
O00422,Q8WUI4
O00422,Q92542
O00422,Q969V3
O00422,Q96EK5
O00422,Q96PK6
O00422,Q96ST3
O00422,Q99459
O00422,Q99496
O00422,Q99848
O00422,Q9BV38
O00422,Q9BXB5
O00422,Q9BXP5
O00422,Q9BYV6
O00422,Q9H2P0
O00422,Q9H307
O00422,Q9H993
O00422,Q9NR30
O00422,Q9UBB4
O00422,Q9UGY1
O00422,Q9UKV3
O00422,Q9UMR2
O00422,Q9UMX1
O00422,Q9UNL2
O00422,Q9UPN3
O00422,Q9Y2W1
O00422,Q9Y5B9
O00423,O43424
O00423,Q96GG9
O00423,Q9H9L3
O00423,Q9ULK0
O00425,O95503
O00425,P01106
O00425,P02751
O00425,P07814
O00425,P09651
O00425,P0CG48
O00425,P11137
O00425,P16989
O00425,P17844
O00425,P19525
O00425,P22626
O00425,P24941
O00425,P30419
O00425,P35249
O00425,P41252
O00425,P47897
O00425,P49770
O00425,P49959
O00425,P52272
O00425,P62633
O00425,P62750
O00425,P63173
O00425,P78406
O00425,Q00688
O00425,Q00839
O00425,Q04695
O00425,Q08211
O00425,Q08257
O00425,Q12905
O00425,Q13045
O00425,Q13618
O00425,Q15012
O00425,Q15717
O00425,Q1KMD3
O00425,Q5VWX1
O00425,Q6P2E9
O00425,Q7L2J0
O00425,Q86VP6
O00425,Q8NE71
O00425,Q8WX92
O00425,Q92499
O00425,Q92905
O00425,Q96DB2
O00425,Q99538
O00425,Q9GZS1
O00425,Q9HC52
O00425,Q9NR50
O00425,Q9NRC8
O00425,Q9NRD1
O00425,Q9NZC7
O00425,Q9P032
O00425,Q9UHX1
O00425,Q9UNQ2
O00425,Q9UNX3
O00425,Q9UQ80
O00425,Q9Y224
O00425,Q9Y3I0
O00425,Q9Y5T5
O00429,P03372
O00429,P08670
O00429,P31350
O00429,P43355
O00429,P43357
O00429,P49841
O00429,P62256
O00429,Q02779
O00429,Q07817
O00429,Q5S007
O00429,Q8NC36
O00429,Q8WXD2
O00429,Q96C03
O00429,Q96HS1
O00429,Q99961
O00429,Q9NQG6
O00429,Q9NTG7
O00429,Q9Y3D6
O00442,A5W6E8
O00442,O00442
O00442,O14874
O00442,P0CG48
O00442,P18077
O00442,P20700
O00442,P22087
O00442,P30480
O00442,P35606
O00442,P46778
O00442,P46779
O00442,P47914
O00442,P61254
O00442,P62280
O00442,P62330
O00442,P62750
O00442,P62910
O00442,Q02543
O00442,Q16656
O00442,Q70EL2
O00442,Q7Z2W4
O00442,Q86VP6
O00442,Q99459
O00442,Q9BUJ2
O00442,Q9HC36
O00442,Q9NR30
O00442,Q9Y3B4
O00442,Q9Y3U8
O00443,O95352
O00443,O95630
O00443,P00533
O00443,P00558
O00443,P04626
O00443,P0CG48
O00443,P14373
O00443,P26639
O00443,P29401
O00443,P31946
O00443,P32121
O00443,P40692
O00443,P49407
O00443,P54277
O00443,P54278
O00443,Q02790
O00443,Q14152
O00443,Q4VCS5
O00443,Q9H492
O00443,Q9P2R3
O00443,Q9UQ80
O00444,O14907
O00444,P0CG48
O00444,P31947
O00444,P36897
O00444,P42680
O00444,P56524
O00444,Q12873
O00444,Q13485
O00444,Q13547
O00444,Q16656
O00444,Q5JR59
O00444,Q5VWP2
O00444,Q92769
O00444,Q969U6
O00444,Q9BY41
O00444,Q9HC77
O00444,Q9UKV0
O00444,Q9Y297
O00445,P19388
O00445,P62820
O00445,Q9BQG1
O00445,Q9ULB1
O00451,P39905
O00451,P60484
O00451,Q99748
O00453,P05771
O00453,Q7L622
O00453,Q8WUQ7
O00458,P0CG48
O00458,P15172
O00458,P19525
O00458,P35222
O00458,P56524
O00458,P68400
O00458,Q06413
O00458,Q13547
O00458,Q5VY89
O00458,Q92769
O00458,Q92963
O00459,O00571
O00459,O14512
O00459,O14544
O00459,O15357
O00459,O15524
O00459,P00519
O00459,P00533
O00459,P01116
O00459,P01133
O00459,P02533
O00459,P03372
O00459,P04264
O00459,P04279
O00459,P04626
O00459,P05067
O00459,P06241
O00459,P07333
O00459,P07437
O00459,P07766
O00459,P08069
O00459,P08107
O00459,P08581
O00459,P08631
O00459,P08779
O00459,P09603
O00459,P09619
O00459,P0CG48
O00459,P10275
O00459,P10721
O00459,P10747
O00459,P11142
O00459,P11274
O00459,P11362
O00459,P13612
O00459,P13645
O00459,P13647
O00459,P17066
O00459,P19012
O00459,P19013
O00459,P19320
O00459,P22681
O00459,P27986
O00459,P28799
O00459,P29317
O00459,P29353
O00459,P30530
O00459,P31946
O00459,P34931
O00459,P35568
O00459,P35579
O00459,P35580
O00459,P35637
O00459,P35908
O00459,P36897
O00459,P37173
O00459,P42336
O00459,P42338
O00459,P42680
O00459,P42858
O00459,P43405
O00459,P46108
O00459,P46109
O00459,P46782
O00459,P46783
O00459,P46940
O00459,P48668
O00459,P49407
O00459,P51681
O00459,P55072
O00459,P55268
O00459,P60709
O00459,P62081
O00459,P62993
O00459,P68104
O00459,Q01082
O00459,Q02383
O00459,Q04695
O00459,Q06124
O00459,Q07889
O00459,Q13085
O00459,Q13191
O00459,Q13480
O00459,Q13618
O00459,Q15019
O00459,Q15303
O00459,Q5XKE5
O00459,Q7Z406
O00459,Q8IZP0
O00459,Q92569
O00459,Q96HT8
O00459,Q9BQE3
O00459,Q9BUF5
O00459,Q9H204
O00459,Q9NS15
O00459,Q9NY15
O00459,Q9UKC9
O00459,Q9ULV4
O00459,Q9UPY6
O00459,Q9UQC2
O00459,Q9Y4H2
O00462,Q9NRD1
O00463,O14836
O00463,O43318
O00463,O43353
O00463,O43734
O00463,O60508
O00463,O94972
O00463,O95551
O00463,P04632
O00463,P08138
O00463,P0CG48
O00463,P14373
O00463,P25942
O00463,P26842
O00463,P28908
O00463,P36941
O00463,P43489
O00463,P83436
O00463,Q00987
O00463,Q00994
O00463,Q02223
O00463,Q07011
O00463,Q07955
O00463,Q12933
O00463,Q13114
O00463,Q13287
O00463,Q13546
O00463,Q15326
O00463,Q6ZNA4
O00463,Q7Z434
O00463,Q86XP1
O00463,Q8IUC6
O00463,Q8NCF5
O00463,Q92956
O00463,Q93009
O00463,Q99558
O00463,Q99683
O00463,Q9BWF2
O00463,Q9BZR9
O00463,Q9C0C9
O00463,Q9HCE7
O00463,Q9NP84
O00463,Q9NS68
O00463,Q9UBI1
O00463,Q9UHP3
O00463,Q9UP83
O00463,Q9Y4K3
O00463,Q9Y6Q6
O00463,Q9Y6R0
O00468,O00555
O00468,O15265
O00468,P05067
O00468,P0CG48
O00468,P19784
O00468,P30101
O00468,P54259
O00468,Q14118
O00468,Q5VTD9
O00469,O43776
O00469,O60678
O00469,O75534
O00469,P09651
O00469,P0CG48
O00469,P11441
O00469,P12956
O00469,P14923
O00469,P19338
O00469,P22102
O00469,P29144
O00469,P40337
O00469,P54274
O00469,P63010
O00469,P83731
O00469,Q01105
O00469,Q05209
O00469,Q13438
O00469,Q14697
O00469,Q15436
O00469,Q15554
O00469,Q15637
O00469,Q16851
O00469,Q5XPI4
O00469,Q6EMK4
O00469,Q92598
O00469,Q9BXS6
O00469,Q9H6Z4
O00469,Q9NRD1
O00469,Q9NSD9
O00469,Q9UH65
O00469,Q9UIA9
O00469,Q9ULA0
O00469,Q9UNF0
O00469,Q9UNN5
O00469,Q9Y230
O00469,Q9Y3Z3
O00469,Q9Y4E8
O00470,O43248
O00470,O43364
O00470,O43711
O00470,O43763
O00470,P09016
O00470,P14653
O00470,P14921
O00470,P16220
O00470,P17481
O00470,P17483
O00470,P20719
O00470,P28356
O00470,P31260
O00470,P31268
O00470,P31269
O00470,P31270
O00470,P31271
O00470,P31276
O00470,P31277
O00470,P31314
O00470,P35452
O00470,P35453
O00470,P40424
O00470,P40426
O00470,P55347
O00470,P61956
O00470,Q04743
O00470,Q6PF06
O00470,Q6UUV9
O00470,Q92793
O00470,Q92826
O00471,O14787
O00471,O15205
O00471,O60645
O00471,P00533
O00471,P05129
O00471,P0CG48
O00471,P11233
O00471,P19022
O00471,P19784
O00471,P56693
O00471,P62330
O00471,Q05084
O00471,Q86TW2
O00471,Q8IYI6
O00471,Q96A65
O00471,Q96HG3
O00471,Q96KP1
O00471,Q9P1U1
O00471,Q9UL17
O00471,Q9UPT5
O00472,A0JLT2
O00472,O14936
O00472,O60563
O00472,O60583
O00472,O95402
O00472,P0CG48
O00472,P42568
O00472,P50750
O00472,P51825
O00472,Q03111
O00472,Q8IUQ4
O00472,Q96CJ1
O00472,Q96JC9
O00472,Q9UHB7
O00472,Q9Y2F5
O00478,P07711
O00478,P0CG48
O00478,Q9NVJ2
O00479,P54274
O00479,Q01844
O00479,Q15554
O00479,Q9NYB0
O00481,P04155
O00481,P0CG48
O00482,O14874
O00482,O15514
O00482,O60869
O00482,P01160
O00482,P02768
O00482,P02794
O00482,P12931
O00482,P16220
O00482,P48552
O00482,P63165
O00482,P63279
O00482,Q12796
O00482,Q12906
O00482,Q13227
O00482,Q15466
O00482,Q6STE5
O00482,Q92786
O00482,Q92905
O00482,Q9NPJ4
O00482,Q9UBK2
O00482,Q9Y4B4
O00482,Q9Y6Q9
O00483,P05067
O00483,P07550
O00483,P0CG48
O00483,P11441
O00483,P15735
O00483,P35226
O00483,Q13418
O00483,Q13618
O00483,Q15714
O00483,Q96Q40
O00483,Q99496
O00483,Q99497
O00483,Q9P2S5
O00483,Q9UGN5
O00487,O00506
O00487,O14818
O00487,O43242
O00487,O43396
O00487,O60260
O00487,O75030
O00487,O75832
O00487,P0CG48
O00487,P17980
O00487,P20618
O00487,P23508
O00487,P25786
O00487,P25787
O00487,P25788
O00487,P25789
O00487,P28066
O00487,P28070
O00487,P28072
O00487,P35228
O00487,P35558
O00487,P35998
O00487,P43686
O00487,P48556
O00487,P49720
O00487,P49721
O00487,P51665
O00487,P54578
O00487,P54725
O00487,P55036
O00487,P60896
O00487,P60900
O00487,P61956
O00487,P62191
O00487,P62195
O00487,P62333
O00487,P62993
O00487,Q06323
O00487,Q13200
O00487,Q14164
O00487,Q14318
O00487,Q15008
O00487,Q16186
O00487,Q5VYK3
O00487,Q75LH2
O00487,Q8IVF2
O00487,Q8NDT2
O00487,Q8TAA3
O00487,Q8TAK6
O00487,Q8WVJ2
O00487,Q96CS7
O00487,Q96EN9
O00487,Q96G23
O00487,Q99436
O00487,Q99460
O00487,Q9BRP4
O00487,Q9P2R7
O00487,Q9UNE7
O00487,Q9UNM6
O00487,Q9Y3C5
O00487,Q9Y478
O00487,Q9Y4K3
O00487,Q9Y5K5
O00487,Q9Y5U4
O00487,Q9Y6E0
O00488,O15067
O00488,O43318
O00488,O43598
O00488,O60763
O00488,P09960
O00488,P0CG48
O00488,P15374
O00488,P18827
O00488,P38606
O00488,P45974
O00488,P46089
O00488,P62820
O00488,Q13162
O00488,Q13387
O00488,Q8IWV7
O00488,Q8WVJ2
O00488,Q9NYL2
O00488,Q9P1U0
O00488,Q9Y6Y8
O00499,O14939
O00499,O15061
O00499,O15350
O00499,O43150
O00499,O43426
O00499,O94973
O00499,O95219
O00499,O95295
O00499,O95782
O00499,P00519
O00499,P01106
O00499,P05067
O00499,P09467
O00499,P10636
O00499,P12956
O00499,P13010
O00499,P17600
O00499,P23229
O00499,P26006
O00499,P30622
O00499,P39880
O00499,P48380
O00499,P49418
O00499,P50570
O00499,P51813
O00499,P56199
O00499,P62834
O00499,P62993
O00499,Q00610
O00499,Q05193
O00499,Q05397
O00499,Q07889
O00499,Q07890
O00499,Q07912
O00499,Q08499
O00499,Q13393
O00499,Q13426
O00499,Q13496
O00499,Q13936
O00499,Q13948
O00499,Q15717
O00499,Q8IVH8
O00499,Q8NFH8
O00499,Q8TB24
O00499,Q8WYP3
O00499,Q99700
O00499,Q99962
O00499,Q9H5J0
O00499,Q9NR56
O00499,Q9NTZ6
O00499,Q9UBW5
O00499,Q9UKG1
O00499,Q9Y2H0
O00499,Q9Y371
O00499,Q9Y4L1
O00501,O00501
O00501,O15551
O00501,O75970
O00501,O95832
O00501,P0CG48
O00501,Q07157
O00505,O15151
O00505,O60684
O00505,P07910
O00505,P0CG48
O00505,P15172
O00505,P18754
O00505,P19447
O00505,P19838
O00505,P21980
O00505,P29317
O00505,P30480
O00505,P32121
O00505,P32780
O00505,P33991
O00505,P38432
O00505,P42858
O00505,P45973
O00505,P46527
O00505,P49407
O00505,P52739
O00505,Q04206
O00505,Q12888
O00505,Q13255
O00505,Q13547
O00505,Q13618
O00505,Q14566
O00505,Q14974
O00505,Q16236
O00505,Q7L2J0
O00505,Q92908
O00505,Q96EB6
O00505,Q96RE7
O00505,Q96T76
O00505,Q99728
O00505,Q9GZX7
O00505,Q9H9J4
O00505,Q9Y247
O00505,Q9Y5U2
O00506,O00763
O00506,O14654
O00506,O14745
O00506,O14818
O00506,O15020
O00506,O43242
O00506,O43815
O00506,O95757
O00506,O95816
O00506,O95831
